Customer_ID,Company_Name,Industry,Segment,Region,State,Credit_Limit_USD,Payment_Terms,Account_Manager,Email,Acquisition_Date,Status
CUST0001180,AT&T Inc,Technology,Enterprise,Northeast,WA,1281909,Net 45,Joshua Martinez,brendavargas@at&tinccorporate.com,29-08-2021,Inactive
CUST0001181,Oracle Corporation,Manufacturing,Enterprise,Southwest,GA,2134803,Net 45,Tommy Sherman,xhorton@oraclecorporationcorporate.com,24-07-2021,Active
CUST0001182,Oracle Corporation,Healthcare,Enterprise,International,CA,3279298,Net 45,Hannah Briggs,qmichael@oraclecorporationcorporate.com,05-04-2023,Active
CUST0001183,Pfizer Inc,Financial Services,Enterprise,West,TX,698686,Net 60,Barbara Kelley,wbailey@pfizerinccorporate.com,16-04-2022,Active
CUST0001184,AT&T Inc,Media,Enterprise,Northeast,FL,1852436,Net 30,Adam Montes,agarcia@at&tinccorporate.com,20-08-2024,Active
CUST0001185,Tesla Inc,Financial Services,Enterprise,International,IL,2308979,Net 60,Carlos Gomez,diazmichael@teslainccorporate.com,17-04-2022,Active
CUST0001186,Procter & Gamble,Pharmaceuticals,Enterprise,West,NC,4889650,Net 45,Joseph Armstrong,david44@procter&gamblecorporate.com,26-11-2024,Active
CUST0001187,Johnson & Johnson,Telecommunications,Enterprise,Midwest,WA,4114663,Net 30,Holly Davis,heather79@johnson&johnsoncorporate.com,20-11-2024,Active
CUST0001188,Cisco Systems,Retail,Enterprise,Southeast,NC,1129131,Net 30,Sarah Sullivan,russellprice@ciscosystemscorporate.com,21-03-2023,Active
CUST0001189,Nike Inc,Financial Services,Enterprise,Northeast,TX,3096629,Net 60,Michael Williams,tarachaney@nikeinccorporate.com,04-10-2022,Active
CUST0001190,Tesla Inc,Consumer Goods,Enterprise,Northeast,PA,3131663,Net 30,Colton Roth,rlewis@teslainccorporate.com,27-12-2021,Active
CUST0001191,Procter & Gamble,Financial Services,Enterprise,Midwest,NC,3547818,Net 45,James Lara,lbennett@procter&gamblecorporate.com,25-12-2021,Active
CUST0001192,Mastercard Inc,Consumer Goods,Enterprise,Midwest,PA,2647704,Net 45,Kenneth King,brownchristina@mastercardinccorporate.com,02-08-2024,Active
CUST0001193,Johnson & Johnson,Financial Services,Enterprise,West,PA,832127,Net 45,Michael Rivera,michelle54@johnson&johnsoncorporate.com,11-07-2021,Active
CUST0001194,Comcast Corporation,Energy,Enterprise,West,TX,4197930,Net 45,Ronnie Kramer,jasonmoore@comcastcorporationcorporate.com,28-09-2024,Active
CUST0001195,Merck & Co,Telecommunications,Enterprise,Northeast,MA,4744152,Net 45,Alyssa Lang,clarkmichael@merck&cocorporate.com,20-07-2023,Active
CUST0001196,Alphabet Inc,Media,Enterprise,International,NY,2553672,Net 60,Roger Bowman,jessica27@alphabetinccorporate.com,08-05-2024,Active
CUST0001197,Apple Inc,Healthcare,Enterprise,Northeast,FL,3652620,Net 30,Andrew Mann,lindabates@appleinccorporate.com,13-02-2023,Active
CUST0001198,Meta Platforms,Retail,Enterprise,Southwest,PA,1284361,Net 45,Kevin Carrillo,igoodman@metaplatformscorporate.com,30-06-2024,Active
CUST0001199,General Electric,Consumer Goods,Enterprise,Northeast,CA,2012242,Net 60,Rebecca Clark,bhampton@generalelectriccorporate.com,07-05-2022,Active
CUST0001200,Comcast Corporation,Energy,Enterprise,Southeast,MA,3257508,Net 30,Timothy Perez,smithcharles@comcastcorporationcorporate.com,06-01-2024,Active
CUST0001201,Nike Inc,Retail,Enterprise,International,PA,1459039,Net 45,Amy Palmer,reginaanderson@nikeinccorporate.com,23-12-2024,Active
CUST0001202,General Electric,Healthcare,Enterprise,Southwest,TX,2290717,Net 45,Nathaniel Johnston,richard79@generalelectriccorporate.com,24-07-2024,Active
CUST0001203,Cisco Systems,Technology,Enterprise,Midwest,MA,4471247,Net 30,Tricia Chase,zmoore@ciscosystemscorporate.com,21-01-2021,Active
CUST0001204,Microsoft Corporation,Energy,Enterprise,Midwest,FL,1977281,Net 30,Herbert Flores,acohen@microsoftcorporationcorporate.com,02-10-2022,Active
CUST0001205,Coca-Cola Company,Energy,Enterprise,Northeast,FL,4286793,Net 45,Anthony Mills,abigail68@coca-colacompanycorporate.com,23-08-2021,Active
CUST0001206,AbbVie Inc,Healthcare,Enterprise,Northeast,CA,4094806,Net 45,Shannon Green,afitzpatrick@abbvieinccorporate.com,23-04-2024,Active
CUST0001207,Costco Wholesale,Healthcare,Enterprise,Southeast,WA,4015674,Net 45,Monica Chavez,rickywilliams@costcowholesalecorporate.com,17-12-2024,Active
CUST0001208,Procter & Gamble,Energy,Enterprise,Midwest,NC,3764325,Net 30,Diana Jones,elizabeth09@procter&gamblecorporate.com,13-11-2021,Active
CUST0001209,NVIDIA Corporation,Financial Services,Enterprise,International,NC,1713137,Net 45,Devin Smith,robin73@nvidiacorporationcorporate.com,14-05-2023,Active
CUST0001210,Merck & Co,Technology,Enterprise,Southeast,PA,1737207,Net 45,Kimberly Taylor,tsmith@merck&cocorporate.com,26-11-2022,Active
CUST0001211,JPMorgan Chase,Energy,Enterprise,Midwest,GA,530843,Net 45,Brittany Perez,eortega@jpmorganchasecorporate.com,16-01-2021,Active
CUST0001212,Johnson & Johnson,Consumer Goods,Enterprise,International,NC,1317436,Net 30,Misty Combs,kristin86@johnson&johnsoncorporate.com,23-11-2023,Active
CUST0001213,NVIDIA Corporation,Energy,Enterprise,International,GA,1893356,Net 60,Carol Fisher,hcarter@nvidiacorporationcorporate.com,07-07-2022,Active
CUST0001214,Oracle Corporation,Retail,Enterprise,Southeast,NC,620552,Net 45,Ms. Stephanie Duran,jfernandez@oraclecorporationcorporate.com,25-07-2021,Active
CUST0001215,Microsoft Corporation,Manufacturing,Enterprise,Midwest,GA,1546439,Net 60,Connie Wells,lweber@microsoftcorporationcorporate.com,09-07-2024,Active
CUST0001216,Verizon Communications,Energy,Enterprise,Southwest,WA,3454561,Net 60,Lori West,lisa79@verizoncommunicationscorporate.com,10-01-2024,Active
CUST0001217,Abbott Laboratories,Financial Services,Enterprise,Southeast,PA,4093542,Net 45,Austin Aguilar,troy08@abbottlaboratoriescorporate.com,26-03-2023,Active
CUST0001218,Procter & Gamble,Pharmaceuticals,Enterprise,Southwest,MA,2890987,Net 60,Daniel Johnson,susanjennings@procter&gamblecorporate.com,28-09-2024,Active
CUST0001219,Adobe Inc,Manufacturing,Enterprise,International,NC,1332360,Net 30,Kimberly Schneider,dixondennis@adobeinccorporate.com,27-11-2021,Active
CUST0001220,Berkshire Hathaway,Financial Services,Enterprise,International,NY,3950063,Net 30,Leah Thomas,jeffreywhitehead@berkshirehathawaycorporate.com,05-01-2025,Active
CUST0001221,General Electric,Financial Services,Enterprise,International,PA,4722502,Net 60,Hector Griffin,vramos@generalelectriccorporate.com,17-06-2022,Active
CUST0001222,PepsiCo Inc,Energy,Enterprise,Southeast,IL,4313711,Net 60,Kelly Williamson,zacharypage@pepsicoinccorporate.com,31-10-2024,Active
CUST0001223,NVIDIA Corporation,Consumer Goods,Enterprise,Northeast,WA,4391870,Net 45,Meredith Goodwin,tiffanymcguire@nvidiacorporationcorporate.com,12-05-2023,Active
CUST0001224,Comcast Corporation,Technology,Enterprise,Midwest,IL,4757728,Net 45,Shane Williamson,russodouglas@comcastcorporationcorporate.com,07-12-2023,Active
CUST0001225,AbbVie Inc,Manufacturing,Enterprise,Southwest,IL,534876,Net 45,Edward Smith,irobinson@abbvieinccorporate.com,08-06-2023,Active
CUST0001226,Microsoft Corporation,Healthcare,Enterprise,Midwest,GA,3163139,Net 45,Brittany Gonzales,hickssuzanne@microsoftcorporationcorporate.com,14-07-2022,Active
CUST0001227,Adobe Inc,Retail,Enterprise,West,MA,2116152,Net 60,Jacqueline Pierce DDS,amanda96@adobeinccorporate.com,19-08-2023,Active
CUST0001228,Amazon.com,Media,Enterprise,Southwest,TX,3775010,Net 60,Katelyn Yang,colemanscott@amazoncomcorporate.com,13-09-2023,Active
CUST0001229,Merck & Co,Pharmaceuticals,Enterprise,Southeast,MA,2437512,Net 30,Steve Thornton,lisa37@merck&cocorporate.com,16-11-2024,Active
CUST0001230,Johnson & Johnson,Pharmaceuticals,Enterprise,Northeast,NC,3788436,Net 60,Tracy Curry,lmann@johnson&johnsoncorporate.com,07-09-2022,Active
CUST0001231,IBM Corporation,Healthcare,Enterprise,Midwest,IL,1282274,Net 30,April Bright,rherman@ibmcorporationcorporate.com,17-08-2024,Inactive
CUST0001232,Apple Inc,Media,Enterprise,Southeast,NY,1160791,Net 60,Jeffrey Henderson,patriciafreeman@appleinccorporate.com,16-03-2022,Active
CUST0001233,Johnson & Johnson,Consumer Goods,Enterprise,International,WA,2064938,Net 30,Christine Frank,bryan46@johnson&johnsoncorporate.com,18-04-2021,Active
CUST0001234,Bank of America,Manufacturing,Enterprise,Southeast,GA,2557343,Net 60,Nicole Moss,oenglish@bankofamericacorporate.com,14-01-2021,Active
CUST0001235,Cisco Systems,Manufacturing,Enterprise,International,NY,2806572,Net 30,Robert Cooper,mariecasey@ciscosystemscorporate.com,26-11-2022,Active
CUST0001236,Microsoft Corporation,Media,Enterprise,Northeast,CA,4351442,Net 60,David King,joshua15@microsoftcorporationcorporate.com,19-11-2021,Active
CUST0001237,Visa Inc,Manufacturing,Enterprise,Midwest,TX,1278271,Net 30,Michael Roberts,justin77@visainccorporate.com,16-05-2021,Active
CUST0001238,Intel Corporation,Retail,Enterprise,Southwest,CA,4619116,Net 30,Bradley Davis,wrightryan@intelcorporationcorporate.com,18-03-2021,Active
CUST0001239,Nike Inc,Financial Services,Enterprise,Southeast,MA,3647861,Net 45,Lynn Flores,david70@nikeinccorporate.com,29-03-2021,Active
CUST0001240,Salesforce Inc,Healthcare,Enterprise,Southeast,FL,585062,Net 30,Cody Shaw,tiffany50@salesforceinccorporate.com,01-05-2021,Active
CUST0001241,Alphabet Inc,Financial Services,Enterprise,Midwest,WA,4559339,Net 60,Kevin Thomas,birdrichard@alphabetinccorporate.com,16-12-2021,Active
CUST0001242,Apple Inc,Healthcare,Enterprise,West,FL,1520001,Net 30,Bianca Ortega,watsondonald@appleinccorporate.com,03-12-2021,Active
CUST0001243,General Electric,Technology,Enterprise,West,GA,1777971,Net 30,Darren Thompson,zacharymoses@generalelectriccorporate.com,23-11-2021,Active
CUST0001244,JPMorgan Chase,Retail,Enterprise,Northeast,WA,1662367,Net 30,James Barton,chelsea60@jpmorganchasecorporate.com,07-01-2022,Active
CUST0001245,Johnson & Johnson,Manufacturing,Enterprise,Midwest,PA,2171325,Net 30,Mallory Wells,joshuaberry@johnson&johnsoncorporate.com,13-04-2023,Active
CUST0001246,IBM Corporation,Manufacturing,Enterprise,Southwest,PA,4157953,Net 60,John Merritt,mitchellsanchez@ibmcorporationcorporate.com,31-08-2021,Active
CUST0001247,NVIDIA Corporation,Manufacturing,Enterprise,Southeast,IL,2857893,Net 45,Paula Rush,uhamilton@nvidiacorporationcorporate.com,02-01-2023,Active
CUST0001248,Costco Wholesale,Healthcare,Enterprise,Southeast,PA,4136223,Net 45,Elizabeth Morgan,moorestephen@costcowholesalecorporate.com,15-09-2023,Active
CUST0001249,Coca-Cola Company,Telecommunications,Enterprise,West,CA,3713221,Net 45,Richard Long,kennethruiz@coca-colacompanycorporate.com,22-10-2023,Active
CUST0001250,Oracle Corporation,Telecommunications,Enterprise,International,CA,4269868,Net 30,David Crawford,thomasgray@oraclecorporationcorporate.com,29-04-2023,Active
CUST0001251,Pfizer Inc,Manufacturing,Enterprise,West,MA,2961834,Net 60,William Werner,lbowers@pfizerinccorporate.com,03-06-2023,Active
CUST0001252,Walt Disney Company,Telecommunications,Enterprise,Southwest,NY,1461753,Net 30,Paul Richards,alexander69@waltdisneycompanycorporate.com,26-12-2024,Active
CUST0001253,Adobe Inc,Healthcare,Enterprise,Midwest,IL,1109351,Net 30,Michael Pierce,markgreene@adobeinccorporate.com,20-04-2023,Active
CUST0001254,Intel Corporation,Healthcare,Enterprise,Midwest,CA,580807,Net 45,Kevin Juarez,leejesse@intelcorporationcorporate.com,11-12-2023,Active
CUST0001255,Abbott Laboratories,Retail,Enterprise,Southwest,NC,3197451,Net 30,Sharon Snyder,benjaminmcknight@abbottlaboratoriescorporate.com,03-06-2024,Active
CUST0001256,Cisco Systems,Manufacturing,Enterprise,West,IL,4922997,Net 30,Tammy English,hernandezanna@ciscosystemscorporate.com,14-01-2023,Active
CUST0001257,Coca-Cola Company,Media,Enterprise,International,CA,4037896,Net 60,Erin Spencer,wendyclark@coca-colacompanycorporate.com,17-09-2024,Active
CUST0001258,Merck & Co,Telecommunications,Enterprise,Southeast,IL,916576,Net 45,Bobby Cobb,wyattnicole@merck&cocorporate.com,25-05-2021,Active
CUST0001259,Coca-Cola Company,Energy,Enterprise,Northeast,CA,4298236,Net 30,Joseph Rosales,logan71@coca-colacompanycorporate.com,06-03-2021,Active
CUST0001260,Cisco Systems,Retail,Enterprise,West,NY,2891062,Net 30,Elizabeth Arellano,kmartinez@ciscosystemscorporate.com,03-09-2022,Active
CUST0001261,Apple Inc,Consumer Goods,Enterprise,Midwest,TX,3879021,Net 30,Tracy Lopez,russelljon@appleinccorporate.com,06-10-2024,Active
CUST0001262,Walt Disney Company,Technology,Enterprise,Midwest,NY,1082623,Net 45,Joshua Bush,abigail56@waltdisneycompanycorporate.com,03-06-2022,Active
CUST0001263,Netflix Inc,Manufacturing,Enterprise,Midwest,WA,3400985,Net 45,Jennifer Diaz,olivia27@netflixinccorporate.com,12-02-2021,Active
CUST0001264,Merck & Co,Consumer Goods,Enterprise,West,NY,3799470,Net 45,Edward Duarte,daniel30@merck&cocorporate.com,24-12-2024,Active
CUST0001265,Verizon Communications,Consumer Goods,Enterprise,International,CA,3636551,Net 60,Ariel Taylor,adrianrussell@verizoncommunicationscorporate.com,23-09-2021,Active
CUST0001266,Bank of America,Technology,Enterprise,Northeast,TX,1381942,Net 45,Adam Ramirez,michelle83@bankofamericacorporate.com,10-12-2021,Active
CUST0001267,Adobe Inc,Retail,Enterprise,Southeast,CA,2103563,Net 60,Ashley Wilson,michaeljohnson@adobeinccorporate.com,04-04-2023,Active
CUST0001268,Intel Corporation,Pharmaceuticals,Enterprise,Northeast,NY,2678418,Net 30,Peter Warren,andersonamber@intelcorporationcorporate.com,07-07-2024,Active
CUST0001269,Costco Wholesale,Financial Services,Enterprise,Midwest,WA,3683950,Net 45,Philip Hodges,spearsjose@costcowholesalecorporate.com,28-07-2022,Active
CUST0001270,Johnson & Johnson,Media,Enterprise,Southwest,CA,1559386,Net 45,Kathleen Durham,nunezjeremy@johnson&johnsoncorporate.com,01-06-2023,Active
CUST0001271,Netflix Inc,Consumer Goods,Enterprise,International,CA,4876871,Net 60,Robert Tran,robyn59@netflixinccorporate.com,15-10-2023,Active
CUST0001272,AT&T Inc,Consumer Goods,Enterprise,Midwest,WA,4549234,Net 30,Christian Franklin,esmith@at&tinccorporate.com,21-04-2022,Active
CUST0001273,PepsiCo Inc,Financial Services,Enterprise,Midwest,GA,2533199,Net 60,Brandon Walker,evansrachel@pepsicoinccorporate.com,04-08-2023,Active
CUST0001274,Home Depot,Financial Services,Enterprise,Northeast,PA,1005555,Net 30,Elizabeth Turner,lheath@homedepotcorporate.com,05-11-2022,Inactive
CUST0001275,Home Depot,Consumer Goods,Enterprise,Southwest,IL,4590667,Net 30,Brian Rivera,sherisanders@homedepotcorporate.com,13-05-2024,Active
CUST0001276,Walt Disney Company,Pharmaceuticals,Enterprise,Midwest,FL,4308612,Net 60,Jamie Martin,miguelbrown@waltdisneycompanycorporate.com,07-12-2021,Active
CUST0001277,Pfizer Inc,Financial Services,Enterprise,Southeast,IL,3550465,Net 45,Thomas Taylor,slong@pfizerinccorporate.com,18-05-2021,Active
CUST0001278,Pfizer Inc,Retail,Enterprise,Southwest,IL,1075788,Net 45,Timothy Thompson,howardjohn@pfizerinccorporate.com,13-01-2024,Active
CUST0001279,Costco Wholesale,Media,Enterprise,International,CA,1735555,Net 45,Barbara Hall,vincentturner@costcowholesalecorporate.com,04-07-2023,Active
CUST0001280,JPMorgan Chase,Retail,Enterprise,Northeast,PA,2068919,Net 45,John Munoz Jr.,whitebonnie@jpmorganchasecorporate.com,09-12-2023,Inactive
CUST0001281,Walt Disney Company,Consumer Goods,Enterprise,Midwest,FL,1492592,Net 60,Lisa Roach,aaronbauer@waltdisneycompanycorporate.com,17-10-2022,Active
CUST0001282,Adobe Inc,Retail,Enterprise,Southeast,MA,4712678,Net 45,David Smith,mendezsierra@adobeinccorporate.com,31-08-2023,Active
CUST0001283,Amazon.com,Consumer Goods,Enterprise,Midwest,WA,1320512,Net 30,Olivia Jones,bowersethan@amazoncomcorporate.com,05-01-2022,Active
CUST0001284,Adobe Inc,Retail,Enterprise,Midwest,IL,3878026,Net 30,Jeanette Garrett,ojohnson@adobeinccorporate.com,03-07-2024,Active
CUST0001285,Walt Disney Company,Media,Enterprise,Southwest,GA,4137009,Net 30,Mark Le,robert71@waltdisneycompanycorporate.com,07-05-2024,Active
CUST0001286,Chevron Corporation,Financial Services,Enterprise,Southeast,CA,945751,Net 30,Danielle Goodwin,morganwarner@chevroncorporationcorporate.com,15-07-2021,Active
CUST0001287,Chevron Corporation,Financial Services,Enterprise,West,CA,2810721,Net 30,Vincent Reeves,henryangela@chevroncorporationcorporate.com,30-03-2024,Active
CUST0001288,Comcast Corporation,Energy,Enterprise,Southwest,CA,2344556,Net 60,Jeffrey Carter,ywallace@comcastcorporationcorporate.com,26-12-2022,Active
CUST0001289,Coca-Cola Company,Consumer Goods,Enterprise,Southeast,TX,2207714,Net 45,Megan Edwards,aaustin@coca-colacompanycorporate.com,11-02-2021,Active
CUST0001290,PepsiCo Inc,Technology,Enterprise,Northeast,TX,4721484,Net 60,Charles Smith,klane@pepsicoinccorporate.com,02-11-2023,Active
CUST0001291,Costco Wholesale,Retail,Enterprise,Southeast,WA,1082627,Net 30,Lauren Lewis,michelle12@costcowholesalecorporate.com,16-11-2022,Active
CUST0001292,Verizon Communications,Healthcare,Enterprise,Northeast,PA,4089674,Net 45,Miss Sarah Barnett,mitchellmichael@verizoncommunicationscorporate.com,14-03-2022,Inactive
CUST0001293,AbbVie Inc,Financial Services,Enterprise,Southeast,NY,3453994,Net 45,Sarah Acevedo,kimlee@abbvieinccorporate.com,20-07-2023,Active
CUST0001294,Nike Inc,Retail,Enterprise,Southwest,CA,878968,Net 30,Sarah Bowers,hgonzalez@nikeinccorporate.com,18-04-2024,Active
CUST0001295,PepsiCo Inc,Retail,Enterprise,West,GA,1903453,Net 30,Sheila Harris,rodneyhayes@pepsicoinccorporate.com,21-07-2022,Active
CUST0001296,Berkshire Hathaway,Manufacturing,Enterprise,International,WA,4296821,Net 45,Margaret King,pamela92@berkshirehathawaycorporate.com,08-07-2023,Active
CUST0001297,General Electric,Manufacturing,Enterprise,International,PA,2626821,Net 45,Anna Elliott,neilsummers@generalelectriccorporate.com,23-11-2021,Active
CUST0001298,Oracle Corporation,Manufacturing,Enterprise,International,WA,4843881,Net 60,Katrina Fowler,mitchelldanielle@oraclecorporationcorporate.com,11-10-2023,Active
CUST0001299,AT&T Inc,Financial Services,Enterprise,Midwest,GA,673873,Net 30,Cheryl Walters,hilldebbie@at&tinccorporate.com,26-02-2022,Active
CUST0001300,Bank of America,Healthcare,Enterprise,Midwest,PA,759247,Net 30,Ryan Hayes,barry90@bankofamericacorporate.com,27-05-2021,Active
CUST0001301,Adobe Inc,Telecommunications,Enterprise,Southeast,CA,2126065,Net 45,Timothy Coleman,krodriguez@adobeinccorporate.com,16-04-2021,Active
CUST0001302,Coca-Cola Company,Pharmaceuticals,Enterprise,Southwest,GA,1967605,Net 45,Michelle Hancock,tara83@coca-colacompanycorporate.com,27-06-2022,Active
CUST0001303,Oracle Corporation,Telecommunications,Enterprise,Southwest,NC,4000518,Net 45,David Douglas,justinhughes@oraclecorporationcorporate.com,17-01-2021,Active
CUST0001304,Alphabet Inc,Media,Enterprise,West,WA,1531473,Net 45,Christina Hernandez,james72@alphabetinccorporate.com,20-10-2024,Active
CUST0001305,Oracle Corporation,Manufacturing,Enterprise,Northeast,NY,4685303,Net 60,Walter Smith,ameyers@oraclecorporationcorporate.com,27-11-2022,Active
CUST0001306,Visa Inc,Pharmaceuticals,Enterprise,Midwest,NC,1864044,Net 45,Tiffany Wilson,donald27@visainccorporate.com,04-08-2021,Active
CUST0001307,Meta Platforms,Manufacturing,Enterprise,Northeast,PA,843539,Net 30,Dylan Robinson,baileydonna@metaplatformscorporate.com,06-06-2022,Active
CUST0001308,JPMorgan Chase,Technology,Enterprise,Southwest,FL,542700,Net 45,Randy Russell,lawsonjennifer@jpmorganchasecorporate.com,04-10-2023,Active
CUST0001309,Apple Inc,Technology,Enterprise,Midwest,TX,3437843,Net 45,Richard Weber,daviddavis@appleinccorporate.com,18-09-2022,Active
CUST0001310,Pfizer Inc,Pharmaceuticals,Enterprise,Southeast,CA,2770535,Net 30,Felicia Kramer,millershirley@pfizerinccorporate.com,20-08-2022,Active
CUST0001311,NVIDIA Corporation,Energy,Enterprise,West,CA,2939424,Net 30,Michelle Caldwell,mbrowning@nvidiacorporationcorporate.com,01-03-2022,Active
CUST0001312,Oracle Corporation,Retail,Enterprise,International,MA,4044717,Net 45,Kelly Meyers,tsanchez@oraclecorporationcorporate.com,09-04-2022,Active
CUST0001313,Berkshire Hathaway,Manufacturing,Enterprise,Midwest,NC,3106640,Net 30,Deborah Small,vanessajimenez@berkshirehathawaycorporate.com,31-03-2022,Active
CUST0001314,Merck & Co,Media,Enterprise,Southeast,IL,2597323,Net 30,Rachel Flores,hansenmatthew@merck&cocorporate.com,29-05-2024,Active
CUST0001315,NVIDIA Corporation,Manufacturing,Enterprise,Midwest,CA,2994219,Net 60,Jane Marquez,lisadavis@nvidiacorporationcorporate.com,11-02-2023,Active
CUST0001316,Verizon Communications,Pharmaceuticals,Enterprise,Southeast,MA,4164922,Net 30,Rhonda Collins,thompsondawn@verizoncommunicationscorporate.com,24-03-2021,Active
CUST0001317,Salesforce Inc,Telecommunications,Enterprise,West,WA,4429046,Net 45,Daniel Ramos,xdavis@salesforceinccorporate.com,09-08-2024,Active
CUST0001318,Netflix Inc,Energy,Enterprise,Southwest,NY,721644,Net 45,Dr. Sarah Wiggins,charlesclayton@netflixinccorporate.com,13-06-2023,Active
CUST0001319,Johnson & Johnson,Media,Enterprise,Midwest,IL,4796702,Net 45,Donna Taylor,burgessdonald@johnson&johnsoncorporate.com,15-08-2022,Active
CUST0001320,General Electric,Media,Enterprise,Midwest,NY,3793865,Net 30,Mary Daniels,robertyoung@generalelectriccorporate.com,06-10-2021,Active
CUST0001321,Apple Inc,Consumer Goods,Enterprise,West,PA,955889,Net 30,Jeremy Rivas,hudsongwendolyn@appleinccorporate.com,09-05-2023,Active
CUST0001322,Berkshire Hathaway,Telecommunications,Enterprise,West,CA,2937535,Net 60,Evan Nichols,marcusdean@berkshirehathawaycorporate.com,19-04-2022,Active
CUST0001323,Abbott Laboratories,Technology,Enterprise,Northeast,NC,4785076,Net 60,Tamara Pugh,david71@abbottlaboratoriescorporate.com,08-05-2021,Active
CUST0001324,Home Depot,Pharmaceuticals,Enterprise,Southeast,GA,4654916,Net 30,William Fox,browndenise@homedepotcorporate.com,15-07-2023,Active
CUST0001325,Visa Inc,Manufacturing,Enterprise,International,FL,554113,Net 45,Patricia Lawrence,martinezjessica@visainccorporate.com,20-08-2022,Active
CUST0001326,NVIDIA Corporation,Financial Services,Enterprise,Northeast,NY,1783642,Net 60,Haley Cowan,jeremylopez@nvidiacorporationcorporate.com,03-03-2024,Active
CUST0001327,Walt Disney Company,Financial Services,Enterprise,Southeast,IL,1369118,Net 45,Marilyn Henderson,jacqueline97@waltdisneycompanycorporate.com,28-09-2023,Inactive
CUST0001328,Pfizer Inc,Consumer Goods,Enterprise,Southwest,NY,1521828,Net 45,Dawn Le,xmccormick@pfizerinccorporate.com,27-09-2024,Active
CUST0001329,Mastercard Inc,Retail,Enterprise,West,FL,4183688,Net 60,Mary Brennan,kristinhoffman@mastercardinccorporate.com,06-02-2023,Active
CUST0001330,Adobe Inc,Healthcare,Enterprise,International,NY,2050280,Net 30,Allen Alvarado,hkennedy@adobeinccorporate.com,06-01-2025,Active
CUST0001331,Chevron Corporation,Healthcare,Enterprise,West,GA,2180666,Net 45,Sharon Johnson,hineskrystal@chevroncorporationcorporate.com,19-09-2021,Active
CUST0001332,PepsiCo Inc,Financial Services,Enterprise,West,PA,3581466,Net 60,Miss Christina Williams,vgriffin@pepsicoinccorporate.com,20-06-2021,Active
CUST0001333,Cisco Systems,Financial Services,Enterprise,Southwest,MA,4063757,Net 30,Casey Terry,evansmatthew@ciscosystemscorporate.com,06-07-2023,Inactive
CUST0001334,Verizon Communications,Financial Services,Enterprise,West,MA,592439,Net 60,Erin Miller,rodriguezjohn@verizoncommunicationscorporate.com,26-08-2024,Active
CUST0001335,Salesforce Inc,Technology,Enterprise,Midwest,TX,4425089,Net 60,Hailey Holt,tyler83@salesforceinccorporate.com,29-04-2022,Active
CUST0001336,Apple Inc,Healthcare,Enterprise,Midwest,GA,4721194,Net 30,Max Leblanc,maria53@appleinccorporate.com,11-01-2022,Active
CUST0001337,Walt Disney Company,Energy,Enterprise,West,CA,1963785,Net 60,Ryan Singleton,maria56@waltdisneycompanycorporate.com,01-09-2021,Active
CUST0001338,Abbott Laboratories,Consumer Goods,Enterprise,International,TX,2834886,Net 60,Tasha Coleman,christophercollier@abbottlaboratoriescorporate.com,16-05-2022,Active
CUST0001339,Comcast Corporation,Financial Services,Enterprise,International,PA,3658501,Net 45,Michelle Underwood,samanthamartinez@comcastcorporationcorporate.com,29-08-2023,Active
CUST0001340,Mastercard Inc,Media,Enterprise,International,GA,4907659,Net 45,Amy Wood,richarddiaz@mastercardinccorporate.com,15-06-2023,Active
CUST0001341,Merck & Co,Media,Enterprise,West,WA,3887100,Net 30,Nathan Carter,goodmancourtney@merck&cocorporate.com,29-07-2024,Active
CUST0001342,Procter & Gamble,Retail,Enterprise,Northeast,CA,4689555,Net 60,Savannah Beck,rwebb@procter&gamblecorporate.com,19-11-2021,Active
CUST0001343,Bank of America,Retail,Enterprise,Northeast,TX,3721925,Net 45,Brian Simmons,manningjessica@bankofamericacorporate.com,30-09-2023,Active
CUST0001344,Amazon.com,Media,Enterprise,Midwest,CA,813887,Net 60,John Mejia,derrick87@amazoncomcorporate.com,26-01-2021,Active
CUST0001345,Intel Corporation,Media,Enterprise,International,NY,1960181,Net 45,Abigail Parsons MD,annpeters@intelcorporationcorporate.com,28-01-2024,Active
CUST0001346,Salesforce Inc,Energy,Enterprise,Southeast,NC,2175493,Net 30,Matthew Williams,jacobsjennifer@salesforceinccorporate.com,13-03-2023,Active
CUST0001347,Salesforce Inc,Manufacturing,Enterprise,Southeast,IL,1859705,Net 45,Bernard Sanchez,seanjones@salesforceinccorporate.com,04-03-2023,Active
CUST0001348,NVIDIA Corporation,Financial Services,Enterprise,West,NY,1307035,Net 30,Heidi Young,wisejody@nvidiacorporationcorporate.com,06-06-2023,Active
CUST0001349,Johnson & Johnson,Technology,Enterprise,Midwest,MA,1103687,Net 45,Jordan Mccarthy,lpatterson@johnson&johnsoncorporate.com,09-11-2022,Active
CUST0001350,Walt Disney Company,Consumer Goods,Enterprise,Southeast,IL,4473959,Net 60,Derrick Diaz,baueremily@waltdisneycompanycorporate.com,22-03-2024,Active
CUST0001351,IBM Corporation,Healthcare,Enterprise,Northeast,PA,4086228,Net 60,David Cox,zthomas@ibmcorporationcorporate.com,13-10-2023,Active
CUST0001352,Meta Platforms,Media,Enterprise,Northeast,TX,4838981,Net 45,Kathryn Brady,wallen@metaplatformscorporate.com,23-10-2021,Active
